Title,Engine codes,Power kW / HP,Capacity (ccm),Cylinders,Valves,Fuel type,Production year,Model
MAGIRUS-DEUTZ M-Series 130M11FAK,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M11FAL,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M11FK,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M11FL,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M11FS,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M13FAK,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M13FAL,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M13FK,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M13FL,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M13FS,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M7FK,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1979/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M7FL,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1979/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M7FS,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1979/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M8FAK,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M8FAL,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M8FK,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M8FL,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M8FS,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M9FAK,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M9FAL,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M9FK,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M9FL,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 130M9FS,F 6 L 913,96 kW / 130 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M11FAK,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M11FAL,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M11FK,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M11FL,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M11FS,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M13FAK,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M13FAL,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M13FK,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M13FL,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M13FS,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M8FAK,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1981/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M8FAL,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1981/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M8FK,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1981/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M8FL,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1981/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M8FS,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1981/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M9FAK,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M9FAL,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M9FK,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M9FL,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 160M9FS,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 168M11FK,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1980/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 168M11FL,BF 6 L 913,118 kW / 160 HP,6128 ccm,? cylinders,? valves,,1980/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M5.3FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1983/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M5.7FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1983/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M5.9FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1983/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M6.6FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1978/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M6FK,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1978/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M6FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1983/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M6FS,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1978/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M7.5FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M7.9FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M7FK,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M7FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M7FS,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M8FK,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1977/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M8FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1977/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M8FS,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1977/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M9FK,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M9FL,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MAGIRUS-DEUTZ M-Series 90M9FS,F 4 L 913,66 kW / 90 HP,4086 ccm,? cylinders,? valves,,1975/01 - 1982/12,MAGIRUS-DEUTZ
MALAGUTI BLOG Blog 125,,8 kW / 11 HP,124 ccm,1 cylinder,2 valves,Petrol,2009/01 - 2011/12,MALAGUTI
MALAGUTI BLOG Blog 160,,9 kW / 12 HP,160 ccm,1 cylinder,2 valves,Petrol,2009/01 - 2011/12,MALAGUTI
MALAGUTI CENTRO Centro 125,,8 kW / 11 HP,124 ccm,1 cylinder,2 valves,Petrol,2007/01 - 2009/12,MALAGUTI
MALAGUTI CENTRO Centro 160,,9 kW / 12 HP,160 ccm,1 cylinder,2 valves,Petrol,2007/01 - 2009/12,MALAGUTI
MALAGUTI CENTRO Centro 50,,2 kW / 3 HP,50 ccm,1 cylinder,? valves,Mixture,1994/01 - 1996/12,MALAGUTI
MALAGUTI CENTRO Centro 50,,1 kW / 1 HP,50 ccm,1 cylinder,? valves,Mixture,1998/01 - 1998/12,MALAGUTI
MALAGUTI CENTRO Centro SL 50,,2 kW / 3 HP,50 ccm,1 cylinder,? valves,Mixture,1999/01 - 2011/12,MALAGUTI
MALAGUTI CENTRO Centro SL 50,,2 kW / 3 HP,50 ccm,1 cylinder,? valves,Mixture,1994/01 - 1997/12,MALAGUTI
MALAGUTI CIAK Ciak 125,,7 kW / 9 HP,125 ccm,1 cylinder,2 valves,Petrol,2001/01 - 2008/12,MALAGUTI
MALAGUTI CIAK Ciak 125 (59),,8 kW / 10 HP,125 ccm,1 cylinder,2 valves,Petrol,2001/01 - 2004/12,MALAGUTI
MALAGUTI CIAK Ciak 50 (52),,2 kW / 3 HP,50 ccm,1 cylinder,? valves,Mixture,2000/01 - 2004/12,MALAGUTI
MALAGUTI F F 10,,1 kW / 2 HP,49 ccm,1 cylinder,? valves,Mixture,1994/01 - 1998/12,MALAGUTI
MALAGUTI F F 10 Jetline AC,,3 kW / 4 HP,50 ccm,1 cylinder,? valves,Mixture,1999/01 - 2002/12,MALAGUTI
MALAGUTI F F 10 Jetline AC Fast Time,,3 kW / 4 HP,50 ccm,1 cylinder,? valves,Mixture,2001/01 - 2004/12,MALAGUTI
MALAGUTI F F 10 Jetline AC WAP,,3 kW / 4 HP,50 ccm,1 cylinder,? valves,Mixture,2001/01 - 2007/12,MALAGUTI
MALAGUTI F F 12 Phantom AC,,2 kW / 3 HP,49 ccm,1 cylinder,? valves,Mixture,1994/01 - 1996/12,MALAGUTI
MALAGUTI F F 12 Phantom AC,,1 kW / 2 HP,49 ccm,1 cylinder,? valves,Mixture,1997/01 - 1998/12,MALAGUTI
MALAGUTI F F 15 Firefox AC (44),,3 kW / 4 HP,49 ccm,1 cylinder,? valves,Mixture,1997/01 - 1999/12,MALAGUTI
MALAGUTI F F 15 Firefox LC DD DIGIT,,3 kW / 4 HP,49 ccm,1 cylinder,? valves,Mixture,2001/01 - 2008/12,MALAGUTI
MALAGUTI F F 18 Warrior 125 (57),,8 kW / 10 HP,125 ccm,1 cylinder,2 valves,Petrol,2001/01 - 2003/12,MALAGUTI
MALAGUTI MADISON Madison 125 (53),,9 kW / 12 HP,125 ccm,1 cylinder,4 valves,Petrol,1999/01 - 2006/12,MALAGUTI
MALAGUTI MADISON Madison 180,,14 kW / 19 HP,182 ccm,1 cylinder,2 valves,Petrol,1999/01 - 2004/12,MALAGUTI
MALAGUTI MADISON Madison 200,,15 kW / 20 HP,198 ccm,1 cylinder,4 valves,Petrol,1999/01 - 2004/12,MALAGUTI
MALAGUTI MADISON Madison 250,,14 kW / 19 HP,250 ccm,1 cylinder,4 valves,Petrol,1999/01 - 2002/12,MALAGUTI
MALAGUTI MADISON Madison 250 RS (65),,16 kW / 22 HP,249 ccm,1 cylinder,4 valves,Petrol,2004/01 - 2006/12,MALAGUTI
MALAGUTI MADISON Madison 3 125,,11 kW / 15 HP,125 ccm,1 cylinder,4 valves,Petrol,2006/01 - 2011/12,MALAGUTI
MALAGUTI MADISON Madison 3 250,,16 kW / 22 HP,244 ccm,1 cylinder,4 valves,Petrol,2006/01 - 2011/12,MALAGUTI
MALAGUTI MADISON Madison 400 (61),,23 kW / 31 HP,383 ccm,1 cylinder,4 valves,Petrol,2002/01 - 2006/12,MALAGUTI
MALAGUTI PASSWORD Password 250,,16 kW / 21 HP,250 ccm,1 cylinder,4 valves,Petrol,2006/09 - 2011/12,MALAGUTI
MALAGUTI PHANTOM Phantom F 12 AC 50 (46),,3 kW / 4 HP,50 ccm,1 cylinder,? valves,Mixture,1999/01 - 2011/12,MALAGUTI
MALAGUTI PHANTOM Phantom Max 250,,16 kW / 22 HP,244 ccm,1 cylinder,4 valves,Petrol,2004/01 - 2008/12,MALAGUTI
MALAGUTI SPIDERMAX Spydermax GT 500,,30 kW / 41 HP,459 ccm,1 cylinder,4 valves,Petrol,2006/09 - 2011/12,MALAGUTI
MALAGUTI YESTERDAY Yesterday 50,,3 kW / 4 HP,49 ccm,1 cylinder,? valves,Mixture,1998/01 - 2001/12,MALAGUTI
MARBUS VIVE VIVE TLL,D 0836 LOH 64,213 kW / 290 HP,6871 ccm,? cylinders,? valves,,2010/05 - 2013/12,MARBUS
MARTIN MOTORS COOL CAR 1.4 LPG,K14B,70 kW / 95 HP,1372 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2011/01 - X,MARTIN MOTORS
MARTIN MOTORS MM 520 Saloon 1.6 LPG,TRITEC,85 kW / 116 HP,1596 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2009/01 - X,MARTIN MOTORS
MASERATI 228 2.8,AM 473,165 kW / 224 HP,2790 ccm,6 cylinders,18 valves,Petrol,1986/08 - 1993/06,MASERATI
MASERATI 228 2.8 i,AM 473,184 kW / 250 HP,2790 ccm,6 cylinders,18 valves,Petrol,1986/12 - 1990/12,MASERATI
MASERATI 3200 GT Coupe 3.2 Biturbo V8 32V,AM 585,271 kW / 369 HP,3217 ccm,8 cylinders,32 valves,Petrol,1998/10 - 2002/03,MASERATI
MASERATI 3200 GT Coupe 3.2 Biturbo V8 32V,,250 kW / 340 HP,3217 ccm,8 cylinders,32 valves,Petrol,1998/10 - 2002/03,MASERATI
MASERATI 4200 GT / COUPE Coupe 4.2,M 138,287 kW / 390 HP,4244 ccm,8 cylinders,32 valves,Petrol,2002/03 - 2007/12,MASERATI
MASERATI 4200 GT / COUPE Coupe 4.2,AM138,291 kW / 396 HP,4244 ccm,8 cylinders,32 valves,Petrol,2002/05 - 2007/11,MASERATI
MASERATI 4200 GT SPYDER Convertible 4.2,M 138,287 kW / 390 HP,4244 ccm,8 cylinders,32 valves,Petrol,2001/10 - X,MASERATI
"MASERATI BITURBO (69, 78, AF3, AM 332) 420",AM 452,133 kW / 180 HP,1996 ccm,6 cylinders,12 valves,Petrol,1985/03 - 1986/12,MASERATI
"MASERATI BITURBO (69, 78, AF3, AM 332) 420 i",AM 470,138 kW / 187 HP,1996 ccm,6 cylinders,12 valves,Petrol,1987/01 - 1988/12,MASERATI
"MASERATI BITURBO (69, 78, AF3, AM 332) 420 Si",AM 471,162 kW / 220 HP,1996 ccm,6 cylinders,18 valves,Petrol,1986/10 - 1988/09,MASERATI
"MASERATI BITURBO (69, 78, AF3, AM 332) 4.24V",475,180 kW / 245 HP,1996 ccm,6 cylinders,24 valves,Petrol,1990/04 - 1994/12,MASERATI
"MASERATI BITURBO (69, 78, AF3, AM 332) 425",453,140 kW / 190 HP,2491 ccm,6 cylinders,12 valves,Petrol,1984/06 - 1987/08,MASERATI
"MASERATI BITURBO (69, 78, AF3, AM 332) 425",453,147 kW / 200 HP,2491 ccm,6 cylinders,12 valves,Petrol,1984/06 - 1987/08,MASERATI
"MASERATI BITURBO (69, 78, AF3, AM 332) 430",AM 473,182 kW / 247 HP,2790 ccm,6 cylinders,18 valves,Petrol,1988/02 - 1994/12,MASERATI
"MASERATI BITURBO (69, 78, AF3, AM 332) 430",AM 473,165 kW / 224 HP,2790 ccm,6 cylinders,18 valves,Petrol,1991/10 - 1994/09,MASERATI
"MASERATI BITURBO (69, 78, AF3, AM 332) 430",AM 473,184 kW / 250 HP,2790 ccm,6 cylinders,18 valves,Petrol,1987/01 - 1994/12,MASERATI
MASERATI BITURBO Coupe (AM 331) 222,AM 471,162 kW / 220 HP,1996 ccm,6 cylinders,18 valves,Petrol,1989/01 - 1992/12,MASERATI
MASERATI BITURBO Coupe (AM 331) 222 E,AM 473,182 kW / 247 HP,2790 ccm,6 cylinders,18 valves,Petrol,1989/01 - 1989/10,MASERATI
MASERATI BITURBO Coupe (AM 331) 222 SE,AM 473,184 kW / 250 HP,2790 ccm,6 cylinders,18 valves,Petrol,1988/01 - 1990/12,MASERATI
MASERATI BITURBO Coupe (AM 331) 2.24v,475,180 kW / 245 HP,1996 ccm,6 cylinders,24 valves,Petrol,1989/03 - 1993/06,MASERATI
MASERATI BITURBO Coupe (AM 331) 2.8 222 E,AM 473,165 kW / 224 HP,2790 ccm,6 cylinders,18 valves,Petrol,1988/01 - 1993/06,MASERATI
MASERATI BITURBO Coupe (AM 331) E,AM 453,139 kW / 189 HP,2491 ccm,6 cylinders,18 valves,Petrol,1982/06 - 1987/10,MASERATI
MASERATI BITURBO Coupe (AM 331) ES,453,147 kW / 200 HP,2491 ccm,6 cylinders,12 valves,Petrol,1983/09 - 1986/12,MASERATI
MASERATI BITURBO Coupe (AM 331) i,AM 452,136 kW / 184 HP,1996 ccm,6 cylinders,18 valves,Petrol,1985/07 - 1987/04,MASERATI
MASERATI BITURBO Coupe (AM 331) Racing,AM 490,208 kW / 283 HP,1996 ccm,6 cylinders,24 valves,Petrol,1990/04 - 1992/12,MASERATI
MASERATI BITURBO Coupe (AM 331) S 2.0,454,151 kW / 205 HP,1996 ccm,6 cylinders,12 valves,Petrol,1981/12 - 1987/02,MASERATI
MASERATI BITURBO Coupe (AM 331) Si 2.0,AM 471,151 kW / 205 HP,1996 ccm,6 cylinders,18 valves,Petrol,1987/09 - 1988/12,MASERATI
MASERATI BITURBO Spyder (AM 333) 2.0,AM 452,136 kW / 184 HP,1996 ccm,6 cylinders,12 valves,Petrol,1985/07 - 1987/04,MASERATI
MASERATI BITURBO Spyder (AM 333) 2.0,,138 kW / 188 HP,1996 ccm,6 cylinders,18 valves,Petrol,1987/01 - 1990/12,MASERATI
MASERATI BITURBO Spyder (AM 333) 2.0,AM 470,164 kW / 223 HP,1996 ccm,6 cylinders,18 valves,Petrol,1989/01 - 1991/12,MASERATI
MASERATI BITURBO Spyder (AM 333) 2.8,AM 473,165 kW / 224 HP,2790 ccm,6 cylinders,18 valves,Petrol,1989/01 - 1994/12,MASERATI
MASERATI BORA 4.7,107/47,228 kW / 310 HP,4719 ccm,8 cylinders,16 valves,Petrol,1971/01 - 1980/05,MASERATI
MASERATI BORA 5.0,1072044,235 kW / 320 HP,4930 ccm,8 cylinders,16 valves,Petrol,1976/07 - 1980/05,MASERATI
MASERATI GHIBLI 4.7,107/47,228 kW / 310 HP,4719 ccm,8 cylinders,16 valves,Petrol,1967/01 - 1973/12,MASERATI
MASERATI GHIBLI 5.0,1073053,247 kW / 335 HP,4930 ccm,8 cylinders,16 valves,Petrol,1970/01 - 1973/12,MASERATI
MASERATI GHIBLI II 2.0,AM 495,236 kW / 321 HP,1996 ccm,6 cylinders,18 valves,Petrol,1992/05 - 1994/09,MASERATI
MASERATI GHIBLI II 2.0 24V Biturbo,AM 496,225 kW / 306 HP,1996 ccm,6 cylinders,24 valves,Petrol,1992/05 - 1997/12,MASERATI
MASERATI GHIBLI II 2.0 24V Biturbo,475,243 kW / 330 HP,1996 ccm,6 cylinders,24 valves,Petrol,1996/01 - 1997/12,MASERATI
MASERATI GHIBLI II 2.8 24V Biturbo,AM 574,209 kW / 284 HP,2790 ccm,6 cylinders,24 valves,Petrol,1992/06 - 1997/12,MASERATI
MASERATI GHIBLI III (M157) 3.0,F160AM,243 kW / 330 HP,2979 ccm,6 cylinders,24 valves,Petrol,2013/08 - X,MASERATI
MASERATI GHIBLI III (M157) 3.0,M 156 D,257 kW / 350 HP,2979 ccm,6 cylinders,24 valves,Petrol,2013/08 - X,MASERATI
MASERATI GHIBLI III (M157) 3.0 D,A630HP,202 kW / 275 HP,2987 ccm,6 cylinders,24 valves,Diesel,2013/08 - X,MASERATI
MASERATI GHIBLI III (M157) 3.0 D,M 15746 D,184 kW / 250 HP,2987 ccm,6 cylinders,24 valves,Diesel,2013/08 - X,MASERATI
MASERATI GHIBLI III (M157) 3.0 S,"F160AM, M 156 B",301 kW / 409 HP,2979 ccm,6 cylinders,24 valves,Petrol,2013/08 - X,MASERATI
MASERATI GHIBLI III (M157) 3.0 S,M 156 B,316 kW / 430 HP,2979 ccm,6 cylinders,24 valves,Petrol,2017/07 - X,MASERATI
MASERATI GHIBLI III (M157) 3.0 S Q4,M 156 B,301 kW / 409 HP,2979 ccm,6 cylinders,24 valves,Petrol,2013/08 - X,MASERATI
MASERATI GHIBLI III (M157) 3.0 S Q4,M 156 B,316 kW / 430 HP,2979 ccm,6 cylinders,24 valves,Petrol,2017/07 - X,MASERATI
MASERATI GHIBLI III (M157) 3.8 V8,M 156 A,427 kW / 581 HP,3799 ccm,8 cylinders,32 valves,Petrol,2020/10 - X,MASERATI
MASERATI GHIBLI III (M157) MHEV,670 05 31 15,243 kW / 330 HP,1995 ccm,4 cylinders,16 valves,Petrol/Electric,2020/07 - X,MASERATI
MASERATI GHIBLI Spider 4.7,1073052,228 kW / 310 HP,4719 ccm,8 cylinders,16 valves,Petrol,1968/06 - 1973/12,MASERATI
MASERATI GHIBLI Spider 4.9,1073053,247 kW / 335 HP,4930 ccm,8 cylinders,16 valves,Petrol,1968/06 - 1973/12,MASERATI
MASERATI GRANCABRIO 4.7,M 139 S,323 kW / 439 HP,4691 ccm,8 cylinders,32 valves,Petrol,2010/06 - X,MASERATI
MASERATI GRANCABRIO 4.7,M 145 S,331 kW / 450 HP,4691 ccm,8 cylinders,32 valves,Petrol,2011/01 - X,MASERATI
MASERATI GRANCABRIO 4.7,M 145 B,338 kW / 460 HP,4691 ccm,8 cylinders,32 valves,Petrol,2013/02 - X,MASERATI
MASERATI GRANCABRIO 4.7,M 139 S,324 kW / 440 HP,4691 ccm,8 cylinders,32 valves,Petrol,2010/03 - X,MASERATI
MASERATI GRANSPORT Convertible 4.2,M 138 P,295 kW / 400 HP,4244 ccm,8 cylinders,32 valves,Petrol,2004/10 - X,MASERATI
MASERATI GRANSPORT Coupe 4.2,M 138 P,295 kW / 400 HP,4244 ccm,8 cylinders,32 valves,Petrol,2004/06 - 2007/11,MASERATI
MASERATI GRAN TURISMO I 4.2,M 139 P,298 kW / 405 HP,4244 ccm,8 cylinders,32 valves,Petrol,2007/09 - X,MASERATI
MASERATI GRAN TURISMO I 4.2,,302 kW / 411 HP,4244 ccm,8 cylinders,32 valves,Petrol,2013/01 - X,MASERATI
MASERATI GRAN TURISMO I 4.7,M 145 T,331 kW / 450 HP,4691 ccm,8 cylinders,32 valves,Petrol,2010/09 - X,MASERATI
MASERATI GRAN TURISMO I 4.7,"M 145 A, M 145 B",338 kW / 460 HP,4691 ccm,8 cylinders,32 valves,Petrol,2012/05 - X,MASERATI
MASERATI GRAN TURISMO I 4.7 S,"M 139 S, M 145",323 kW / 439 HP,4691 ccm,8 cylinders,32 valves,Petrol,2008/08 - 2012/12,MASERATI
MASERATI GRECALE GT Mild Hybrid Q4,670 05 31 15,221 kW / 300 HP,1995 ccm,4 cylinders,16 valves,Petrol/Electric,2022/04 - X,MASERATI
MASERATI GRECALE Modena Mild Hybrid Q4,670 05 31 15,243 kW / 330 HP,1995 ccm,4 cylinders,16 valves,Petrol/Electric,2022/04 - X,MASERATI
MASERATI GRECALE Trofeo Q4,670053491,390 kW / 530 HP,2992 ccm,6 cylinders,24 valves,Petrol,2022/04 - X,MASERATI
MASERATI INDY 4.2,1073051,191 kW / 260 HP,4136 ccm,8 cylinders,16 valves,Petrol,1969/04 - 1974/12,MASERATI
MASERATI INDY 4.7,1073052,213 kW / 290 HP,4710 ccm,8 cylinders,16 valves,Petrol,1972/01 - 1974/12,MASERATI
MASERATI INDY 4.9,1073053,235 kW / 320 HP,4930 ccm,8 cylinders,16 valves,Petrol,1972/01 - 1974/12,MASERATI
MASERATI KARIF 2.8,AM 473,165 kW / 225 HP,2790 ccm,6 cylinders,18 valves,Petrol,1988/04 - 1991/01,MASERATI
MASERATI KARIF 2.8,AM 473,182 kW / 247 HP,2790 ccm,6 cylinders,18 valves,Petrol,1988/04 - 1992/12,MASERATI
