Title,Engine codes,Power kW / HP,Capacity (ccm),Cylinders,Valves,Fuel type,Production year,Model
GLAS 04 Convertible S 1004 TS,N21,47 kW / 64 HP,992 ccm,4 cylinders,8 valves,Petrol,1962/05 - 1967/04,GLAS
GLAS 04 Convertible S 1204,R11,39 kW / 53 HP,1189 ccm,4 cylinders,8 valves,Petrol,1962/11 - 1967/04,GLAS
GLAS 04 Convertible S 1204 TS,R10,51 kW / 69 HP,1198 ccm,4 cylinders,8 valves,Petrol,1962/11 - 1967/04,GLAS
GLAS 04 Convertible S 1304,R15,55 kW / 75 HP,1290 ccm,4 cylinders,8 valves,Petrol,1965/02 - 1967/04,GLAS
GLAS 1700 1.7,N104,63 kW / 86 HP,1682 ccm,4 cylinders,8 valves,Petrol,1964/08 - 1968/12,GLAS
GLAS 1700 1.7,N107,74 kW / 101 HP,1682 ccm,4 cylinders,8 valves,Petrol,1964/08 - 1968/12,GLAS
GLAS GOGGOMOBIL T 250,B44,10 kW / 14 HP,247 ccm,2 cylinders,? valves,Petrol,1957/06 - 1969/12,GLAS
GLAS GOGGOMOBIL T 300,B46,11 kW / 15 HP,296 ccm,2 cylinders,4 valves,Petrol,1957/06 - 1967/04,GLAS
GLAS GOGGOMOBIL T 400,E09,14 kW / 19 HP,395 ccm,2 cylinders,4 valves,Petrol,1957/07 - 1960/05,GLAS
GLAS GOGGOMOBIL TA 300,B46,11 kW / 15 HP,296 ccm,2 cylinders,4 valves,Petrol,1955/02 - 1958/03,GLAS
GLAS GT Convertible 1300,R16,63 kW / 86 HP,1290 ccm,4 cylinders,8 valves,Petrol,1964/02 - 1968/10,GLAS
GLAS GT Convertible 1700,N107,74 kW / 101 HP,1682 ccm,4 cylinders,8 valves,Petrol,1964/08 - 1968/12,GLAS
GLAS ISAR 600 C-63,F4,14 kW / 19 HP,584 ccm,2 cylinders,4 valves,Petrol,1960/04 - 1967/04,GLAS
GLAS ISAR T 600,F4,14 kW / 19 HP,584 ccm,2 cylinders,4 valves,Petrol,1958/08 - 1961/04,GLAS
GLAS ISAR T 700,T79,22 kW / 30 HP,688 ccm,2 cylinders,4 valves,Petrol,1958/08 - 1961/04,GLAS
GLAS ISAR Estate K 700,T79,22 kW / 30 HP,688 ccm,2 cylinders,4 valves,Petrol,1959/09 - 1963/03,GLAS
GLAS V 8 2600,B26B,110 kW / 150 HP,2580 ccm,8 cylinders,16 valves,Petrol,1966/08 - 1967/01,GLAS
GLAS V 8 3000,B30A,118 kW / 160 HP,2982 ccm,8 cylinders,16 valves,Petrol,1966/02 - 1967/08,GLAS
GMC S15 JIMMY SUV 4.3,LB4,110 kW / 150 HP,4300 ccm,6 cylinders,12 valves,Petrol,1989/01 - 1994/12,GMC
GMC S15 JIMMY SUV 4.3 AWD,LB4,110 kW / 150 HP,4300 ccm,6 cylinders,12 valves,Petrol,1989/01 - 1994/12,GMC
GMC SAVANA 3500 Cutaway Van 4.8,LR4,213 kW / 290 HP,4811 ccm,8 cylinders,16 valves,Petrol,2004/09 - 2007/12,GMC
GMC SIERRA 2500 HD Extended Cab Pickup 6.0 CNG 4WD,LQ4(364CUV8),224 kW / 305 HP,5967 ccm,8 cylinders,16 valves,Petrol/Compressed Natural Gas (CNG),2001/09 - 2005/12,GMC
GMC YUKON (GMT900) 5.3,LY5(325CUV8),239 kW / 325 HP,5328 ccm,8 cylinders,16 valves,Petrol,2006/09 - 2010/12,GMC
GMC YUKON (GMT900) 6.2,L92,283 kW / 385 HP,6162 ccm,8 cylinders,16 valves,Petrol,2008/09 - 2009/12,GMC
GMC YUKON (GMT900) 6.2 4WD,L92,301 kW / 409 HP,6162 ccm,8 cylinders,16 valves,Petrol,2010/09 - 2014/07,GMC
GOLDONI Boxter 25,3TNV70-ASA,16 kW / 22 HP,854 ccm,? cylinders,? valves,,2012/01 - X,GOLDONI
GOLDONI Ronin 50,LDW2004,35 kW / 48 HP,2068 ccm,? cylinders,? valves,,2012/01 - X,GOLDONI
GOLDONI Series-100 100,,60 kW / 82 HP,2970 ccm,? cylinders,? valves,,2012/01 - X,GOLDONI
GREAT WALL HOVER H6 1.5 LPG 4WD,GW4G15B,105 kW / 143 HP,1497 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2018/12 - X,GREAT WALL
GREAT WALL STEED 2.0 TD 4WD,GW4D20,105 kW / 143 HP,1996 ccm,4 cylinders,16 valves,Diesel,2013/01 - X,GREAT WALL
GREAT WALL STEED 2.2,GW491Q-E,78 kW / 106 HP,2237 ccm,4 cylinders,8 valves,Petrol,2012/01 - X,GREAT WALL
GREAT WALL STEED 5 2.0 TDI,GW4D20,105 kW / 143 HP,1996 ccm,4 cylinders,16 valves,Diesel,2013/01 - X,GREAT WALL
GREAT WALL STEED 5 2.0 TDI 4x4,GW4D20,105 kW / 143 HP,1996 ccm,4 cylinders,16 valves,Diesel,2013/01 - X,GREAT WALL
GREAT WALL WINGLE 6 (CC1031) 2.4 LPG 4x4,4K22D4M,110 kW / 150 HP,2378 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2022/01 - X,GREAT WALL
GRUAU MICROBUS Thermique,,110 kW / 150 HP,1900 ccm,? cylinders,? valves,,2004/01 - X,GRUAU
GÜLERYÜZ COBRA GD 160 CITY BUS,,177 kW / 241 HP,4500 ccm,? cylinders,? valves,,2004/05 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GD 160 CITY BUS,D 0834 LOH 61,132 kW / 180 HP,4580 ccm,? cylinders,? valves,,2010/01 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GD 160 CITY BUS,D 0834 LOH 51,151 kW / 205 HP,4580 ccm,? cylinders,? valves,,2004/05 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GD 272,D 0836 LOH 55,206 kW / 280 HP,6871 ccm,? cylinders,? valves,,2004/05 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GD 272,BF 6M 1013 FC,200 kW / 272 HP,7146 ccm,? cylinders,? valves,,2004/05 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GD 272,D 0836 LOH 64,213 kW / 290 HP,6871 ccm,? cylinders,? valves,,2008/01 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GL9,"D 0836 LOH 56, D 0836 LOH 65",176 kW / 239 HP,6871 ccm,? cylinders,? valves,,2004/05 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GL 9L,D 0836 LOH 55,206 kW / 280 HP,6871 ccm,? cylinders,? valves,,2004/05 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GL 9L,D 0836 LOH 64,213 kW / 290 HP,6871 ccm,? cylinders,? valves,,2008/01 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GM 180 LE,,151 kW / 205 HP,4580 ccm,? cylinders,? valves,,2008/01 - X,GÜLERYÜZ
GÜLERYÜZ COBRA GM 220,"D 0826 LOH 03, D 0826 LOH 19",162 kW / 220 HP,6871 ccm,? cylinders,? valves,,2006/01 - X,GÜLERYÜZ
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1130 V-Rod 100th Anniversary,,86 kW / 117 HP,1131 ccm,2 cylinders,4 valves,Petrol,2003/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1200 Sportster Custom 100th Anniversary (XL1),,43 kW / 58 HP,1199 ccm,2 cylinders,4 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1200 Sportster Sport 100th Anniversary (XL1),,45 kW / 61 HP,1199 ccm,2 cylinders,4 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Deuce 100th Anniversary,,47 kW / 64 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Deuce Injection 100th Anniversary,,47 kW / 64 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Dyna Low Rider 100th Anniversary,,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Dyna Super Glide 100th Anniversary,,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Dyna Super Glide Sport 100th Anniversary,,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Dyna Super Glide T-Sport 100th Anniversary,,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Dyna Wide Glide 100th Anniversary,,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Fat Boy 100th Anniversary,,46 kW / 63 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Fat Boy 100th Anniversary,,47 kW / 64 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Fat Boy Injection 100th Anniversary,,46 kW / 63 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Fat Boy Injection 100th Anniversary,,47 kW / 64 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Heritage Softail Classic 100th Anniversary,,46 kW / 63 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Heritage Softail Classic 100th Anniversary,,47 kW / 64 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Heritage Softail Classic Injection 100th Anniversar,,47 kW / 64 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Heritage Softail Classic Injection 100th Anniversar,,46 kW / 63 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Heritage Springer 100th Anniversary,,49 kW / 67 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Night Train 100th Anniversary,,46 kW / 63 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Night Train 100th Anniversary,,47 kW / 64 HP,1449 ccm,2 cylinders,8 valves,Petrol,2004/01 - 2006/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Road King 100th Anniversary,,49 kW / 67 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Road King Classic 100th Anniversary,,50 kW / 67 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 1450 Softail Standard 100th Anniversary,,46 kW / 63 HP,1449 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 883 Sportster 100th Anniversary (XL1),,39 kW / 53 HP,883 ccm,2 cylinders,4 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 883 Sportster Custom 53 100th Anniversary (XL1),,39 kW / 53 HP,883 ccm,2 cylinders,4 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 100th ANNIVERSARY EDITION 883 Sportster Hugger 100th Anniversary (XL1),,39 kW / 53 HP,883 ccm,2 cylinders,4 valves,Petrol,2003/01 - 2003/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 105th ANNIVERSARY EDITION 1600 Dyna Super Glide Custom 105th Anniversary,,56 kW / 76 HP,1584 ccm,2 cylinders,8 valves,Petrol,2007/08 - 2008/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 105th ANNIVERSARY EDITION 1600 Fat Boy 105th Anniversary,,54 kW / 73 HP,1584 ccm,2 cylinders,8 valves,Petrol,2007/08 - 2008/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 105th ANNIVERSARY EDITION 1600 Heritage Softail Classic 105th Anniversary (FLSTC),,52 kW / 71 HP,1584 ccm,2 cylinders,8 valves,Petrol,2007/08 - 2008/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 105th ANNIVERSARY EDITION 1600 Road King Classic 105th Anniversary,,60 kW / 82 HP,1584 ccm,2 cylinders,8 valves,Petrol,2007/08 - 2008/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 105th ANNIVERSARY EDITION 1600 Softail Custom 105th Anniversary,,52 kW / 71 HP,1584 ccm,2 cylinders,8 valves,Petrol,2007/08 - 2008/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON 110th ANNIVERSARY EDITION 1200 Sportster Custom 110th Anniversary,,49 kW / 67 HP,1202 ccm,2 cylinders,4 valves,Petrol,2012/08 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 110th ANNIVERSARY EDITION 1700 Fat Boy Special 110th Anniversary,,58 kW / 79 HP,1690 ccm,2 cylinders,8 valves,Petrol,2012/08 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 110th ANNIVERSARY EDITION 1700 Heritage Softail Classic 110th Anniversary,,55 kW / 75 HP,1690 ccm,2 cylinders,8 valves,Petrol,2012/08 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON 110th ANNIVERSARY EDITION 1700 Road King 110th Anniversary,,62 kW / 84 HP,1690 ccm,2 cylinders,8 valves,Petrol,2012/08 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON BAD BOY 1340 Bad Boy (FXSTB),,41 kW / 56 HP,1338 ccm,2 cylinders,4 valves,Petrol,1994/01 - 1997/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON BAD BOY 1340 Bad Boy (FXSTB),,37 kW / 50 HP,1338 ccm,2 cylinders,4 valves,Petrol,1995/01 - 1999/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON CROSS BONES 1600 Cross Bones (FLSTSB),,54 kW / 73 HP,1584 ccm,2 cylinders,8 valves,Petrol,2008/01 - 2011/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON CROSS BONES 1600 Cross Bones (FLSTSB),,24 kW / 33 HP,1584 ccm,2 cylinders,8 valves,Petrol,2008/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CROSS BONES 1600 Cross Bones (FLSTSB),,56 kW / 75 HP,1584 ccm,2 cylinders,8 valves,Petrol,2009/08 - 2011/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Breakout (FS2),,67 kW / 91 HP,1802 ccm,2 cylinders,4 valves,Petrol,2010/07 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Breakout (FS2),,68 kW / 92 HP,1802 ccm,2 cylinders,4 valves,Petrol,2010/07 - X,HARLEY-DAVIDSON
"HARLEY-DAVIDSON CVO CVO Limited 117 (FL3, FLHTKSE)",,78 kW / 106 HP,1923 ccm,2 cylinders,8 valves,Petrol,2018/09 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Limited (FL3),,72 kW / 98 HP,1801 ccm,2 cylinders,4 valves,Petrol,2015/07 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Road Glide Custom (FL2),,73 kW / 99 HP,1801 ccm,2 cylinders,4 valves,Petrol,2011/09 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Road Glide Ultra (FL2),,72 kW / 98 HP,1801 ccm,2 cylinders,4 valves,Petrol,2009/11 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Softail Convertible (FS2),,58 kW / 79 HP,1802 ccm,2 cylinders,8 valves,Petrol,2008/10 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Softail Convertible (FS2),,67 kW / 91 HP,1802 ccm,2 cylinders,8 valves,Petrol,2010/07 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Softail Convertible (FS2),,65 kW / 88 HP,1801 ccm,2 cylinders,4 valves,Petrol,2011/09 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Softail Deluxe (FS2),,67 kW / 91 HP,1802 ccm,2 cylinders,4 valves,Petrol,2010/07 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Street Glide,,75 kW / 102 HP,1868 ccm,2 cylinders,4 valves,Petrol,2016/09 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON CVO CVO Street Glide (FL2),,72 kW / 98 HP,1801 ccm,2 cylinders,4 valves,Petrol,2009/09 - X,HARLEY-DAVIDSON
"HARLEY-DAVIDSON CVO CVO Street Glide (FL3, FLHXSE)",,78 kW / 106 HP,1923 ccm,2 cylinders,4 valves,Petrol,2018/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Disc Glide (FXRDG),,47 kW / 64 HP,1338 ccm,2 cylinders,4 valves,Petrol,1984/01 - 1984/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Fat Bob (FXEF),,49 kW / 67 HP,1338 ccm,2 cylinders,4 valves,Petrol,1979/01 - 1983/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Fat Bob (FXEF),,47 kW / 64 HP,1338 ccm,2 cylinders,4 valves,Petrol,1985/01 - 1985/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Glide Convertible,,41 kW / 56 HP,1338 ccm,2 cylinders,4 valves,Petrol,1994/01 - 1998/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Glide Custom,,36 kW / 49 HP,1338 ccm,2 cylinders,4 valves,Petrol,1992/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Glide Daytona,,36 kW / 49 HP,1338 ccm,2 cylinders,4 valves,Petrol,1992/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Glide Low Rider,,36 kW / 49 HP,1338 ccm,2 cylinders,4 valves,Petrol,1992/01 - 1993/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Glide Low Rider,,41 kW / 56 HP,1338 ccm,2 cylinders,4 valves,Petrol,1992/01 - 1998/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Glide Sturgis,,36 kW / 49 HP,1338 ccm,2 cylinders,4 valves,Petrol,1991/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Super Glide,,41 kW / 56 HP,1338 ccm,2 cylinders,4 valves,Petrol,1994/01 - 1998/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Super Glide (FXD),,37 kW / 50 HP,1338 ccm,2 cylinders,4 valves,Petrol,1995/01 - 1998/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Wide Glide,,36 kW / 49 HP,1338 ccm,2 cylinders,4 valves,Petrol,1992/01 - 1993/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1340 Dyna Wide Glide,,41 kW / 56 HP,1338 ccm,2 cylinders,4 valves,Petrol,1992/01 - 1998/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Low Rider,,49 kW / 67 HP,1449 ccm,2 cylinders,8 valves,Petrol,2004/01 - 2005/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Low Rider,,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,1999/01 - 2002/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Low Rider,,54 kW / 73 HP,1449 ccm,2 cylinders,8 valves,Petrol,2004/01 - 2006/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Street Bob,,54 kW / 73 HP,1449 ccm,2 cylinders,8 valves,Petrol,2005/10 - 2006/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Super Glide,,49 kW / 67 HP,1449 ccm,2 cylinders,8 valves,Petrol,2004/01 - 2004/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Super Glide,,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,1999/01 - 2002/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Super Glide Custom,,49 kW / 67 HP,1449 ccm,2 cylinders,8 valves,Petrol,2004/11 - 2005/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Super Glide Custom,,54 kW / 73 HP,1449 ccm,2 cylinders,8 valves,Petrol,2004/11 - 2006/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Super Glide (FXDI),,25 kW / 34 HP,1449 ccm,2 cylinders,8 valves,Petrol,2006/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Super Glide Sport,,49 kW / 67 HP,1449 ccm,2 cylinders,8 valves,Petrol,2004/01 - 2005/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Super Glide Sport,,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,1999/01 - 2002/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Super Glide T-Sport,,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,2001/01 - 2002/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1450 Dyna Wide Glide,,54 kW / 73 HP,1449 ccm,2 cylinders,8 valves,Petrol,2004/01 - 2006/12,HARLEY-DAVIDSON
"HARLEY-DAVIDSON DYNA 1450 Dyna Wide Glide (FXD, FD1, FXDWG)",,50 kW / 68 HP,1449 ccm,2 cylinders,8 valves,Petrol,1998/01 - 2002/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Fat Bob,,57 kW / 78 HP,1584 ccm,2 cylinders,8 valves,Petrol,2007/08 - 2013/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Low Rider,,56 kW / 76 HP,1584 ccm,2 cylinders,8 valves,Petrol,2006/08 - 2008/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Screaming Eagle CVO (FXDSE),,61 kW / 83 HP,1584 ccm,2 cylinders,8 valves,Petrol,2007/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Street Bob,,56 kW / 76 HP,1584 ccm,2 cylinders,8 valves,Petrol,2006/08 - 2013/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Super Glide Custom,,56 kW / 76 HP,1584 ccm,2 cylinders,8 valves,Petrol,2006/08 - 2013/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Super Glide Custom (FXDC),,25 kW / 34 HP,1584 ccm,2 cylinders,8 valves,Petrol,2007/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Super Glide (FXD),,25 kW / 34 HP,1584 ccm,2 cylinders,8 valves,Petrol,2006/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Super Glide (FXD),,56 kW / 76 HP,1584 ccm,2 cylinders,4 valves,Petrol,2006/10 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Wide Glide,,56 kW / 76 HP,1584 ccm,2 cylinders,8 valves,Petrol,2006/08 - 2007/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1600 Dyna Wide Glide,,57 kW / 78 HP,1584 ccm,2 cylinders,8 valves,Petrol,2009/08 - 2013/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1700 Dyna Fat Bob,,34 kW / 46 HP,1688 ccm,2 cylinders,8 valves,Petrol,2012/08 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1700 Dyna Fat Bob (FXDF),,58 kW / 79 HP,1690 ccm,2 cylinders,8 valves,Petrol,2012/08 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1700 Dyna Street Bob (FXDB),,57 kW / 78 HP,1690 ccm,2 cylinders,8 valves,Petrol,2013/01 - 2013/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1700 Dyna Street Bob (FXDB),,57 kW / 78 HP,1690 ccm,2 cylinders,8 valves,Petrol,2015/06 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1700 Dyna Super Glide Custom (FXDC),,57 kW / 78 HP,1690 ccm,2 cylinders,8 valves,Petrol,2013/06 - X,HARLEY-DAVIDSON
"HARLEY-DAVIDSON DYNA 1700 Dyna Switchback (FLD 103, FD2)",,56 kW / 76 HP,1690 ccm,2 cylinders,8 valves,Petrol,2011/08 - 2013/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1700 Dyna Wide Glide (FD2),,58 kW / 79 HP,1690 ccm,2 cylinders,8 valves,Petrol,2013/01 - X,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1800 Dyna Fat Bob CVO (FXDFSE),,62 kW / 84 HP,1804 ccm,2 cylinders,4 valves,Petrol,2009/01 - 2010/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON DYNA 1800 Dyna Screaming Eagle CVO (FXDSE),,61 kW / 83 HP,1804 ccm,2 cylinders,4 valves,Petrol,2007/01 - 2008/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON ELECTRA GLIDE 1200 Electra Glide (FL),,42 kW / 57 HP,1207 ccm,2 cylinders,4 valves,Petrol,1965/01 - 1965/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON ELECTRA GLIDE 1200 Electra Glide (FLH),,49 kW / 67 HP,1207 ccm,2 cylinders,4 valves,Petrol,1965/01 - 1965/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON ELECTRA GLIDE 1200 Electra Glide Sport (FLHS),,44 kW / 60 HP,1207 ccm,2 cylinders,4 valves,Petrol,1977/01 - 1979/12,HARLEY-DAVIDSON
HARLEY-DAVIDSON ELECTRA GLIDE 1340 Electra Glide,,43 kW / 58 HP,1338 ccm,2 cylinders,4 valves,Petrol,1987/01 - X,HARLEY-DAVIDSON
